,X,RespondentId,Enroll,Employ,Working,Hrs,Age,Ethnicity,Income,Classification,College,Commute,Alone,Dependents,HoH,Live,FedAid,PA,FreqNightElse,UTEPHomeless,Year,HH3,HH4,AD1,AD1a,AD2,AD3,index,Gender,USDAcat,YR_2019,YR_2020,YR_2021,YR_2022,Ethn_Hisp,Ethn_AIAN,Ethn_Asian,Ethn_Black,Ethn_NHPI,Ethn_White,Ethn_Other,Coll_BSN,Coll_EDU,Coll_ENGN,Coll_HS,Coll_LART,Coll_SCI,Coll_NRS,Coll_PHR,Coll_Other,Coll_NA,Gend_F,Gend_M,Gend_T,Gend_NC,Gend_Other,Gend_PNA,Gendercats
3516,3516,83074478,Full-time,Full-time,On campus,19 hours or less,2,1,"$10,000 to $19,999",Junior,6,Bus/Public transportation,No,2,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3518,3518,83074536,Full-time,Full-time,On campus,19 hours or less,2,3,"Less than $10,000",Junior,3,Trolley,Yes,NA,No,Off campus with partner,Grants,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3520,3520,83074540,Full-time,Full-time,Off campus,More than 19 hours,3,6,"$30,000 to $39,999",Senior,5,Car (someone drives to campus and picks you up),Yes,NA,Yes,On campus,Scholarship,No,Sometimes,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3522,3522,83074583,Full-time,Part-time,NA,NA,5,6,"$20,000 to $29,999",Graduate (Masters),4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3524,3524,83074595,Full-time,Full-time,On campus,More than 19 hours,3,NA,"$10,000 to $19,999",Doctoral,3,Car (someone drives to campus and picks you up),Yes,NA,Yes,Off campus with partner,Loans,No,Often,Yes,2019,1,1,1,0,1,1,5,NA,Very Low FS,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3526,3526,83074603,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Junior,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,1,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3528,3528,83074615,Full-time,Full-time,On campus,More than 19 hours,2,1,"Less than $10,000",Freshman,1,Trolley,No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,1,0,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3530,3530,83074618,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2019,1,0,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3533,3533,83074641,Full-time,Full-time,Off campus,More than 19 hours,2,1,"Less than $10,000",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,1,1,1,0,5,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3535,3535,83074650,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Sophomore,4,Trolley,No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,1,1,1,1,0,0,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3537,3537,83074688,Part-time,Full-time,Off campus,More than 19 hours,4,1,"$40,000 to $49,999",Junior,5,Car (someone drives to campus and picks you up),No,2,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3539,3539,83074700,Full-time,Part-time,NA,NA,2,1,"$30,000 to $39,999",Junior,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
3543,3543,83074739,Full-time,Part-time,NA,NA,2,1,"$30,000 to $39,999",Junior,5,Trolley,No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,1,1,1,1,1,0,5,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3545,3545,83074751,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3547,3547,83074779,Full-time,Part-time,NA,NA,2,3,"$10,000 to $19,999",Freshman,3,Other,Yes,NA,No,On campus,Grants,Yes,NA,No,2019,1,0,1,1,1,1,5,NA,Very Low FS,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3549,3549,83074798,Full-time,Part-time,NA,NA,2,4,"Less than $10,000",Sophomore,3,Trolley,No,None,No,Off campus with partner,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3551,3551,83074806,Full-time,Full-time,On campus,19 hours or less,3,1,"$10,000 to $19,999",Doctoral,6,Other,Yes,NA,Yes,Off campus with partner,Grants,No,Sometimes,No,2019,1,1,1,0,1,0,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3553,3553,83074815,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Senior,1,Trolley,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,1,1,1,1,1,5,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3559,3559,83074839,Full-time,Full-time,Off campus,19 hours or less,2,1,"$20,000 to $29,999",Freshman,5,Other,Yes,NA,No,Off campus with partner,Loans,Yes,NA,No,2019,1,0,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3561,3561,83074847,Full-time,Part-time,NA,NA,4,1,"$30,000 to $39,999",Junior,1,Car (someone drives to campus and picks you up),No,2,No,Off campus with parents,Scholarship,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3566,3566,83074878,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$40,000 to $49,999",Senior,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,1,1,0,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3567,3567,83074886,Full-time,Full-time,Off campus,19 hours or less,2,1,"$10,000 to $19,999",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3569,3569,83074897,Part-time,Full-time,Off campus,More than 19 hours,2,6,"$40,000 to $49,999",Sophomore,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,0,1,1,0,1,0,3,NA,Low FS,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3571,3571,83074907,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Freshman,1,Bus/Public transportation,No,None,No,Off campus with parents,Grants,Yes,NA,Yes,2019,1,1,1,1,1,0,5,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3573,3573,83074922,Full-time,Full-time,On campus,19 hours or less,2,1,"Less than $10,000",Senior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Emergency Loan,Yes,NA,Yes,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3576,3576,83075000,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Junior,5,Car (someone drives to campus and picks you up),Yes,NA,Yes,Off campus with partner,Work-study,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3580,3580,83075026,Full-time,Full-time,On campus,More than 19 hours,3,1,"$10,000 to $19,999",Graduate (Masters),5,Car (someone drives to campus and picks you up),Yes,NA,Yes,Off campus with partner,Scholarship,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3582,3582,83075029,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$20,000 to $29,999",Sophomore,3,Bike,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,0,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3586,3586,83075062,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$20,000 to $29,999",Senior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3588,3588,83075080,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Junior,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3590,3590,83075100,Full-time,Full-time,On campus,More than 19 hours,3,1,"$30,000 to $39,999",Doctoral,6,Car (someone drives to campus and picks you up),No,2,Yes,Off campus with partner,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3592,3592,83075163,Full-time,Full-time,On campus,19 hours or less,2,1,"Less than $10,000",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2019,1,1,0,NA,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3593,3593,83075164,Part-time,Full-time,Off campus,More than 19 hours,2,4,"$10,000 to $19,999",Junior,5,Trolley,No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,1,1,NA,NA,0,1,3,NA,Low FS,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3594,3594,83075165,Full-time,Full-time,Off campus,19 hours or less,2,1,"$30,000 to $39,999",Sophomore,5,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3598,3598,83075179,Full-time,Full-time,On campus,19 hours or less,4,1,"$10,000 to $19,999",Graduate (Masters),3,Other,Yes,NA,Yes,On campus,Work-study,No,Sometimes,No,2019,1,1,1,1,0,0,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3601,3601,83075236,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Freshman,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,NA,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3603,3603,83075246,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Sophomore,3,Trolley,No,None,No,Off campus with parents,Scholarship,Yes,NA,No,2019,0,1,1,1,0,0,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3604,3604,83075249,Full-time,Full-time,On campus,More than 19 hours,4,4,"$30,000 to $39,999",Doctoral,4,Other,No,3,No,Off campus with parents,Loans,Yes,NA,Yes,2019,1,1,1,0,1,1,5,NA,Very Low FS,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3608,3608,83075256,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Junior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with partner,Grants,No,Sometimes,No,2019,1,1,0,NA,1,0,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3609,3609,83075257,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Freshman,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,0,NA,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3614,3614,83075305,Full-time,Full-time,On campus,19 hours or less,2,1,"$30,000 to $39,999",Junior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,1,1,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3616,3616,83075312,Full-time,Part-time,NA,NA,2,1,"$40,000 to $49,999",Freshman,3,Bus/Public transportation,No,None,No,Off campus with parents,Loans,No,Often,Yes,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3621,3621,83075400,Full-time,Part-time,NA,NA,3,6,"$40,000 to $49,999",Freshman,5,"Not applicable (live on-campus, don’t commute)",No,2,Yes,Off campus with parents,Grants,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3623,3623,83075417,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Junior,3,Other,No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3625,3625,83075424,Full-time,Full-time,On campus,19 hours or less,2,1,"Less than $10,000",Senior,3,Trolley,No,None,No,Off campus with parents,Scholarship,No,Often,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3627,3627,83075429,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Senior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,1,1,0,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3629,3629,83075435,Full-time,Full-time,On campus,19 hours or less,2,1,"$30,000 to $39,999",Senior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3631,3631,83075442,Full-time,Full-time,On campus,19 hours or less,3,1,"$20,000 to $29,999",Junior,4,Car (someone drives to campus and picks you up),No,2,Yes,Off campus with parents,Loans,Yes,NA,Yes,2019,1,1,1,0,0,0,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3633,3633,83075457,Full-time,Part-time,NA,NA,2,1,"$30,000 to $39,999",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3635,3635,83075473,Part-time,Full-time,Off campus,More than 19 hours,3,1,"Less than $10,000",Sophomore,7,Car (someone drives to campus and picks you up),No,None,Yes,Off campus with partner,Loans,No,Sometimes,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
3637,3637,83075489,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Junior,5,Trolley,No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2019,1,0,1,1,0,1,4,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3639,3639,83075493,Full-time,Full-time,Off campus,19 hours or less,2,1,"Less than $10,000",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,No,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3641,3641,83075500,Full-time,Full-time,Off campus,19 hours or less,3,1,"Less than $10,000",Senior,1,Car (someone drives to campus and picks you up),No,1,Yes,Off campus with parents,Work-study,No,Sometimes,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3646,3646,83075520,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Junior,5,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,1,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3652,3652,83075809,Full-time,Full-time,On campus,19 hours or less,2,1,"Less than $10,000",Senior,3,Bus/Public transportation,No,None,No,Off campus with parents,Scholarship,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3654,3654,83075840,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Graduate (Masters),5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3656,3656,83075852,Full-time,Part-time,NA,NA,3,1,"Less than $10,000",Sophomore,4,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA
3659,3659,83075923,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Freshman,7,Bike,No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,1,0,1,1,0,0,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
3661,3661,83075941,Full-time,Full-time,Off campus,19 hours or less,2,1,"Less than $10,000",Senior,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2019,1,1,1,1,1,0,5,NA,Very Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3663,3663,83076000,Full-time,Part-time,NA,NA,3,7,"Less than $10,000",Senior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3665,3665,83076005,Part-time,Full-time,Off campus,More than 19 hours,3,1,"$20,000 to $29,999",Senior,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
3667,3667,83076009,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Junior,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2019,0,1,1,1,0,0,3,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3669,3669,83076035,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Sophomore,6,Bike,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3671,3671,83076044,Full-time,Full-time,On campus,More than 19 hours,2,3,"$20,000 to $29,999",Doctoral,6,Other,Yes,NA,No,Off campus with partner,Grants,Yes,NA,No,2019,0,1,1,1,1,1,5,NA,Very Low FS,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3673,3673,83076074,Full-time,Part-time,NA,NA,2,1,"Less than $10,000",Junior,7,Trolley,No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,1,1,0,NA,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
3677,3677,83076100,Full-time,Full-time,Off campus,More than 19 hours,3,1,"Less than $10,000",Senior,5,Car (someone drives to campus and picks you up),No,2,Yes,Off campus with parents,Loans,Yes,NA,No,2019,1,1,0,NA,0,0,2,NA,Low FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3678,3678,83076115,Full-time,Part-time,NA,NA,3,1,"$40,000 to $49,999",Senior,1,Car (someone drives to campus and picks you up),No,2,No,Off campus with parents,Scholarship,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3680,3680,83076282,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Junior,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3684,3684,83076298,Full-time,Full-time,Off campus,19 hours or less,3,6,"$30,000 to $39,999",Junior,5,Bus/Public transportation,No,None,No,Off campus with parents,Loans,No,Often,No,2019,1,1,1,1,1,1,6,NA,Very Low FS,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3686,3686,83076321,Full-time,Full-time,On campus,More than 19 hours,2,7,"Less than $10,000",Senior,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Scholarship,Yes,NA,Yes,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,NA
3688,3688,83076344,Full-time,Part-time,NA,NA,2,1,"$10,000 to $19,999",Freshman,3,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA
3690,3690,83076462,Full-time,Part-time,NA,NA,2,1,"$20,000 to $29,999",Freshman,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2019,1,0,0,NA,0,0,1,NA,Marginal/High FS,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
3692,3692,83076492,Full-time,Part-time,NA,NA,2,6,"$40,000 to $49,999",Senior,6,Bus/Public transportation,No,None,No,Off campus with parents,Loans,Yes,NA,No,2019,1,1,1,1,1,0,5,NA,Very Low FS,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA
3694,3694,83076516,Full-time,Full-time,Off campus,19 hours or less,2,4,"Less than $10,000",Sophomore,5,Car (alone),No,None,No,On campus,Loans,Yes,NA,No,2019,0,0,0,NA,0,0,0,NA,Marginal/High FS,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA
